CellV [A^3],Df,NASA [m^2/cm^3],total_SA_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-3-all,mc_CRY-T-1-all,mc_CRY-S-0-all,D_mc_CRY-S-2-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-Z-1-all,lc-chi-3-all,lc-Z-0-all,lc-Z-2-all,lc-T-1-all,lc-alpha-0-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-T-1-all,D_lc-T-3-all,D_lc-S-1-all,D_lc-alpha-2-all,func-chi-0-all,func-Z-1-all,D_func-chi-1-all,D_func-chi-3-all,D_func-Z-2-all,D_func-T-3-all,D_func-S-1-all,f-lig-T-1,sum-D_lc-Z-1-all,sum-D_lc-Z-3-all,sum-D_lc-T-2-all,sum-D_lc-alpha-1-all,sum-func-T-3-all,sum-D_func-chi-2-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-f-lig-T-1,MNC,MPC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,logKH_CH4,temperature,time,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category
17989.1,6.7332,0.0,2118.68,1.12694,3.5344,28.02453333,45.0448,729.0,1512.0,38.66666667,1.5876,1.96,84.8256,22464,11.696,64.0,74.66666667,2.333333333,28.09,0.593333333,1.186666667,-1.333333333,-2.666666667,-0.026666667,-4.0,7.889066667,64.0,1.186666667,4.026666667,13.33333333,-1.333333333,-0.053333333,592.6666667,16.0,32.0,-16.0,-48.0,224.0,41.2,-24.0,-8.0,7112,-0.495,1.144,5.35e-05,-21.98705846,7.99e-06,0.808410257,3.924313399,-5.097322789,105,23,6228,13387,0,0,-0.110283159,-0.307737026,0.008973606,1
22531.4,2.4692,26.1139,26.1139,0.00247433,4.013657143,34.11525714,108.8488381,1282.333333,4629.333333,79.14285714,1.749733333,0.986666667,168.5736,59832,23.712,68.22222222,152.7407407,11.55555556,71.66777778,0.210740741,2.333333333,0.333333333,0.0,0.035925926,-7.8,9.323655556,149.5555556,-0.037777778,2.333333333,2.0,0.0,0.068888889,257.3333333,40.66666667,240.0,-53.33333333,-11.0,240.0,17.64,-6.0,-44.0,4632,-0.755,1.755,0.000442283,-38.21130552,3.41e-06,0.778982569,0.436218641,-5.467034256,120,72,962,0,0,313,-0.110283159,-0.003003152,0.082883502,2
1111.37,3.24197,470.446,470.446,0.22108,1.4884,25.1808,33.428,4356.0,4224.0,72.0,2.7889,4.52,2.9768,6336,8.772,64.0,120.0,3.0,28.09,0.645,0.89,-2.0,-2.0,-0.03,-3.0,9.8896,98.0,0.29,1.33,4.5,0.0,-0.01,162.0,6.0,8.0,-4.0,-16.2,40.0,4.62,0.0,-4.0,648,-0.523,1.74,0.0639786,-50.33809754,1.21e-05,4.377914213,2.862178663,-4.91860588,100,144,6228,0,0,0,-0.110283159,-0.307737026,0.008973606,1
6820.02,3.02335,442.701,442.701,0.151392,3.7249,23.4688,73.34,2209.0,2632.0,48.0,1.6384,4.08,29.7992,10528,21.128,49.0,98.0,12.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,3.61,315.0,-2.4375,-5.0125,91.5,23.75,1.4625,496.0,32.0,208.0,0.0,-124.8,1224.0,-76.6,20.0,204.0,7936,-0.565,0.916,0.000204818,-28.60357499,7.39e-05,1.551067897,3.037907247,-4.131376131,178,48,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1
2810.66,4.24964,202.884,882.553,0.3155828,2.4025,24.88266667,44.24733333,625.0,1666.666667,52.0,1.9321,2.48,14.415,5600,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,12.0,24.0,-12.0,-36.0,0.0,0.0,0.0,0.0,2052,-0.583,1.312,0.00338468,-39.04235423,2.9e-05,5.788295553,4.24047352,-4.536922638,161,480,31374,0,0,0,-0.110283159,-0.095729659,0.393527106,1
7711.03,4.05596,39.8772,914.1062,0.3169363,2.7225,22.704,39.534,900.0,1680.0,32.0,1.7161,2.16,16.335,5760,20.06666667,64.0,112.0,3.0,28.09,0.89,2.193333333,-2.0,-4.0,-0.04,-6.0,11.8336,50.66666667,1.303333333,1.78,2.0,-3.333333333,0.08,608.0,8.0,25.33333333,-9.333333333,-24.0,32.0,3.56,-5.333333333,-5.333333333,2432,-0.452,1.251,0.000151345,-23.92673916,2.96e-05,1.95375048,4.933145436,-4.528218517,90,72,962,6228,0,313,0.389716841,0.061818741,-0.217196949,2
5474.63,6.5073,227.006,982.284,0.323794,3.6481,30.66186667,48.03013333,784.0,1642.666667,64.0,1.4641,2.853333333,21.8886,6272,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,4.0,8.0,-4.0,-12.0,0.0,0.0,0.0,0.0,2196,-0.683,1.126,0.000369725,-30.1491796,3.8e-05,3.417129916,3.484374214,-4.420463336,120,72,6228,0,0,0,0.389716841,-0.024257543,-0.004702983,1
3248.15,5.15676,0.0,2023.93,0.680148,2.8561,29.068,55.0264,2304.0,3648.0,61.0,2.1904,2.84,11.4244,7680,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,1.78,6.93,20.0,-6.0,-0.08,952.0,4.0,8.0,-4.0,-12.0,80.0,10.3,-6.0,-4.0,1904,-0.576,1.239,0.000903905,-38.87571542,1.22e-05,2.05794895,4.357918219,-4.914638056,85,72,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1
4131.55,4.14542,0.0,757.901,0.166809,1.44,24.768,42.132,3969.0,5166.0,84.0,2.8224,5.015,11.52,24192,11.696,64.0,117.3333333,3.0,28.09,0.726666667,1.186666667,-2.0,-2.666666667,-0.033333333,-4.0,3.512533333,37.33333333,-0.133333333,0.0,0.0,0.0,0.006666667,332.6666667,20.0,32.0,-16.0,-56.4,0.0,0.0,8.0,0.0,3992,-1.286,2.051,0.00242206,-41.69424074,1.33e-05,2.068383234,1.912986978,-4.876510967,80,72,962,6228,702,0,-0.110283159,-0.120985427,0.283508334,1
12050.5,6.24659,0.0,2281.07,0.974884,2.7225,22.704,39.534,900.0,1680.0,32.0,1.7161,2.16,16.335,5760,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,6.0,12.0,-6.0,-18.0,0.0,0.0,0.0,0.0,2448,-0.497,1.198,9.37e-05,-22.34096639,1.52e-05,1.26239464,4.96123577,-4.819209137,85,48,6228,6342,0,0,-0.110283159,-0.089079437,0.295377468,1
6278.19,6.14293,0.0,1410.13,0.350354,3.1684,37.7182,80.367,2401.0,5108.25,91.0,2.0164,4.4375,50.6944,37828,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,32.0,64.0,-32.0,-96.0,0.0,0.0,0.0,0.0,3072,-0.991,2.043,7.4e-05,-20.87627244,1.98e-05,1.110424454,3.810965463,-4.702973048,220,72,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
1149.62,3.03362,605.658,605.658,0.162088,1.2769,31.0976,32.8378,3481.0,4012.0,160.0,3.0976,5.94,5.1076,15104,16.34,64.0,112.0,3.0,28.09,0.89,2.13,-2.0,-2.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,12.0,54.0,-12.0,-36.0,0.0,0.0,0.0,0.0,540,-0.629,2.057,0.00523731,-42.20685993,1.12e-05,3.063274021,1.431114955,-4.951729151,150,120,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
6459.07,9.99848,390.219,1671.619,0.873937,3.61,23.104,49.704,841.0,3190.0,48.0,1.9044,5.04,43.32,9744,7.752,49.0,91.0,8.0,54.76,0.0,0.49,0.0,-1.0,0.0,-3.9,9.2416,91.0,0.49,0.98,1.0,-2.0,-0.02,324.0,0.0,8.0,-8.0,0.0,96.0,3.92,-8.0,-8.0,2592,-0.189,0.798,6.18e-05,-25.50581202,8.01e-06,0.762421848,2.933889154,-5.096402728,85,48,6228,0,0,944,-0.110283159,-0.089079437,0.295377468,2
4899.24,5.08332,0.0,2085.27,0.500015,1.2544,26.9696,34.5408,3364.0,4176.0,112.0,2.6569,4.32,5.0176,12992,5.848,64.0,122.6666667,3.0,28.09,0.563333333,0.593333333,-2.0,-1.333333333,-0.026666667,-2.0,7.025066667,74.66666667,-0.266666667,0.0,0.0,0.0,0.013333333,192.0,8.0,8.0,-4.0,-20.4,0.0,0.0,8.0,0.0,1152,-0.621,2.104,0.0670954,-49.72941787,9.73e-06,5.70562841,3.187841277,-5.012037158,105,72,6228,0,0,944,-0.110283159,-0.089079437,0.295377468,2
8069.7,5.89518,0.0,2163.61,0.825546,2.4025,20.8816,40.6534,625.0,1950.0,59.2,1.9321,4.592,24.025,9700,9.474666667,49.0,101.8888889,8.444444444,54.76,0.108888889,0.598888889,-0.222222222,-1.222222222,-0.004444444,-3.9,9.2416,92.0,0.42,0.91,1.0,-1.857142857,-0.017142857,1368.0,0.888888889,4.888888889,-4.0,-3.466666667,44.57142857,1.96,-3.428571429,-4.0,5472,-0.756,1.236,0.0012689,-36.35085149,1.38e-05,4.182518589,5.073772293,-4.859866076,70,192,6228,887,0,0,0.223050174,-0.191636567,-0.095612073,1
3964.62,5.82364,0.0,844.537,0.235705,3.5344,33.48906667,74.39786667,729.0,2196.0,64.0,1.5876,2.613333333,21.2064,6696,19.336,56.5,105.0,7.5,41.425,0.935,1.975,-2.0,-1.5,-0.04,-4.0,7.9202,27.0,0.715,2.145,1.5,-3.5,-0.03,442.0,16.0,68.0,-8.0,-55.2,40.0,5.72,-12.0,-12.0,3536,-0.997,1.198,0.000325569,-33.10314447,1.31e-05,1.729230242,2.152940149,-4.881801432,110,96,962,6228,702,0,0.389716841,0.06606585,-0.271501052,1
5373.45,9.6087,0.0,1952.61,1.90488,3.5344,30.08,66.5144,729.0,1566.0,65.0,1.5876,3.92,14.1376,3996,21.7628,52.75,101.5,9.75,48.0925,0.9575,1.6275,-2.0,0.75,-0.04,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,16.0,78.0,-4.0,-58.8,0.0,0.0,0.0,0.0,1632,-0.373,1.12,2.38e-05,-17.82919661,6.11e-06,0.338661418,3.422662695,-5.2142432,160,120,962,702,0,971,-0.110283159,0.083073132,-0.129610464,2
2330.1,3.2934,561.355,561.355,0.132237,3.28336,31.77316,70.7598,2358.0,3670.2,87.6,2.28508,3.302,32.8336,28608,23.47806429,61.08928571,89.06190476,7.239285714,35.04439286,0.64602381,1.384571429,-1.448809524,0.283333333,-0.028261905,-2.170357143,8.8752,36.0,0.6675,2.16,1.5,-1.5,-0.03,171.5,11.3047619,64.31428571,-0.714285714,-36.66571429,30.0,5.34,-12.0,-18.0,1372,-0.547,1.541,0.0291072,-48.90352887,5.21e-06,2.833538368,1.253280539,-5.283253146,100,36,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
11922.8,5.49968,0.0,1808.6,0.593283,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,57.76,14848,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.0,16.0,32.0,-16.0,-48.0,0.0,0.0,0.0,0.0,9584,-1.019,0.908,0.000103525,-22.04834221,3.13e-05,1.37849084,6.077010717,-4.504465375,80,96,962,6228,702,313,0.223050174,0.014350755,-0.082541545,2
4743.18,4.86667,149.451,1387.861,0.4846141,3.5344,32.98773333,76.20684444,729.0,2112.0,69.11111111,1.5876,3.375555556,31.8096,9882,19.07051852,57.61111111,106.037037,6.833333333,39.44944444,0.928333333,1.946111111,-2.0,-1.87037037,-0.04,-4.296296296,6.574222222,26.66666667,0.494444444,0.988888889,1.111111111,-2.222222222,-0.022222222,150.0,36.0,141.0,-20.66666667,-121.8,60.0,8.9,-20.0,-20.0,2700,-0.48,1.18,0.000102864,-23.04913152,3.2e-05,1.220723428,4.678559747,-4.49472111,100,24,6228,702,0,0,0.389716841,-0.024257543,-0.004702983,1
5312.59,4.201,0.0,266.938,0.0798509,0.9025,26.144,21.9165,1444.0,2052.0,176.0,3.4225,5.4,7.22,19456,25.112,64.0,112.0,3.0,28.09,0.89,3.02,-2.0,-6.0,-0.04,-6.0,9.611885714,96.85714286,1.177142857,3.551428571,11.42857143,-1.714285714,-0.048571429,978.0,16.0,88.0,-24.0,-48.0,284.5714286,15.89714286,-16.0,17.14285714,7824,-0.572,1.525,0.000358646,-32.85828953,4.78e-05,1.448536468,1.633948222,-4.321004796,140,12,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1
3319.24,3.46319,466.929,466.929,0.152614,3.5344,31.584,54.896,729.0,1728.0,58.0,1.5876,2.94,14.1376,4212,22.3304,61.0,117.6,4.8,33.424,0.908,1.166,-2.0,-3.0,-0.04,-5.78,10.9696,74.0,1.083333333,1.246666667,8.333333333,-1.333333333,-0.046666667,370.0,8.0,10.4,-8.0,-25.44,60.0,7.693333333,-6.666666667,4.0,1480,-0.502,1.175,0.000111763,-26.96803498,1.63e-05,1.114361072,1.989631696,-4.788305586,80,24,962,12051,0,0,0.223050174,0.011519349,-0.04633881,1
5398.48,3.59875,370.047,370.047,0.0913875,0.7921,21.06333333,49.51663333,3136.0,7037.333333,158.6666667,3.8416,6.743333333,9.5052,36064,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-3.818181818,-0.04,-6.0,9.611407692,233.5384615,0.479230769,2.633846154,6.153846154,-0.692307692,-0.021538462,1218.0,8.0,16.0,-8.0,-24.0,182.1538462,2.895384615,-2.461538462,-2.461538462,4872,-0.679,2.052,0.0366308,-50.09416301,2.84e-05,2.480419697,1.681031292,-4.546874383,100,60,962,6228,702,313,0.389716841,0.06606585,-0.271501052,2
14852.5,3.28695,338.857,338.857,0.0275161,4.248855814,36.0296,128.8198535,4393.837209,9422.325581,63.55813953,2.313595349,0.895348837,730.8032,470496,15.09013333,64.0,136.0,3.611111111,28.09,1.04,0.964444444,-2.611111111,0.0,-0.160833333,-3.188888889,1.998375,200.0,-2.083333333,0.0,0.0,0.0,0.55,48.33333333,-84.0,261.3333333,-74.66666667,-562.0,0.0,0.0,240.0,0.0,2320,-0.655,1.947,0.000668097,-42.74375648,1.72e-07,1.024564017,0.087689972,-6.764489228,120,120,962,0,0,0,-0.110283159,-0.003003152,0.082883502,1
7420.99,4.4618,0.343374,1443.263374,0.4165,2.7225,25.542,43.73325,900.0,2250.0,49.5,1.7161,2.595,43.56,17280,17.544,64.0,122.6666667,7.833333333,28.09,0.89,1.78,-2.111111111,-3.222222222,-0.04,-6.0,11.8336,72.0,0.89,1.78,2.0,-3.25,-0.04,677.0,16.0,32.0,-13.33333333,-48.0,66.0,7.12,-18.0,-12.0,5416,-0.526,1.25,0.000235651,-27.09060537,2.97e-05,2.57966567,5.674544025,-4.52756976,105,72,962,31374,0,0,-0.110283159,-0.003003152,0.082883502,1
2205.68,3.35735,40.9015,40.9015,0.0354668,2.7225,21.824,57.75,900.0,2280.0,37.33333333,1.7161,2.16,24.5025,8280,29.2584,56.5,126.0,7.5,41.425,0.935,2.105,-2.0,-2.0,-0.04,-5.45,10.5376,87.0,1.18,1.46,11.5,2.5,-0.05,350.0,12.0,66.0,-15.0,-41.4,87.0,14.64,-9.0,12.0,2100,-0.573,1.229,1.11e-05,-27.75036967,1.79e-06,0.144211833,0.591999682,-5.747212482,160,72,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0
1650.56,4.25541,0.0,314.699,0.077474,3.61,34.656,86.1004,841.0,4756.0,108.0,1.9044,7.512,36.1,12180,4.087111111,49.0,96.44444444,8.777777778,54.76,0.190555556,0.513333333,-0.388888889,0.611111111,-0.007777778,-1.255555556,6.161066667,60.66666667,0.326666667,0.0,4.0,0.0,-0.013333333,54.0,7.0,66.0,-4.0,-27.3,0.0,10.08,-12.0,12.0,972,-0.259,0.874,1.03e-05,-22.32191627,3.18e-06,0.133901128,0.728172417,-5.497167455,150,72,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
25922.5,8.26406,0.0,1402.35,0.473972,2.8561,22.35306667,49.50573333,2304.0,2752.0,37.33333333,2.1904,3.786666667,102.8196,52992,19.07848,58.0,109.2,6.6,38.758,0.926,1.825,-2.0,-2.7,-0.04,-2.84,10.408,90.9,1.209,2.999,10.2,1.5,-0.051,465.6,80.0,280.0,-60.0,-268.8,804.0,93.3,-48.0,68.0,18624,-0.553,1.218,0.000289736,-34.04361961,8.24e-06,1.099021948,2.744728938,-5.084197191,100,72,962,6228,0,0,-0.110283159,-0.221660742,-0.20352036,1
1794.39,3.09037,42.5106,42.5106,0.0408762,2.1368375,17.0194,52.0848,600.5,2008.5,29.0,1.9970375,1.26,34.1894,10592,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,240.0,8.0,16.0,-8.0,-24.0,24.0,3.56,-8.0,-8.0,960,-0.664,1.237,0.000156846,-31.39438165,3.62e-06,1.381900608,1.120560065,-5.441689915,160,60,962,0,0,10340,-0.110283159,0.083073132,-0.129610464,0
3648.86,3.23981,77.3123,77.3123,0.0531947,2.7225,16.368,35.442,900.0,1260.0,21.0,1.7161,2.16,21.78,5520,18.73866667,59.0,107.3333333,6.0,36.98,0.92,1.91,-2.0,-2.333333333,-0.04,-4.666666667,10.9696,74.0,1.083333333,2.796666667,6.666666667,0.0,-0.046666667,474.0,16.0,56.0,-10.66666667,-52.8,136.0,14.45333333,-10.66666667,0.0,3792,-0.461,1.189,0.00566117,-47.87531301,1.96e-05,2.538221478,2.18692127,-4.708293792,80,36,962,6228,0,944,-0.110283159,0.083073132,-0.129610464,2
11544.0,3.18545,1284.69,1284.69,0.415129,3.7249,17.6016,55.005,2209.0,1974.0,27.0,1.6384,3.06,59.5984,15792,22.6176,49.0,98.0,12.0,54.76,0.98,1.68,-2.0,2.0,-0.04,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,48.0,288.0,0.0,-187.2,0.0,0.0,0.0,0.0,2592,-0.194,0.516,1.73e-05,-17.9751914,4.6e-06,0.267084329,2.078706874,-5.337408365,160,72,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0
2730.21,2.70917,32.1105,32.1105,0.0350454,3.5344,24.3648,60.0848,729.0,1566.0,40.0,1.5876,2.94,14.1376,3240,15.47466667,54.0,107.3333333,9.0,45.87,0.95,1.48,-2.0,-2.0,-0.04,-0.733333333,10.1056,105.3333333,1.375555556,2.456666667,20.0,0.444444444,-0.057777778,529.3333333,12.0,36.0,-4.0,-43.2,110.6666667,21.98,-8.666666667,32.0,3176,-0.424,1.152,2.8e-05,-29.73655446,4.05e-06,0.346099617,1.057030072,-5.392721948,130,72,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0
2310.5,3.28798,97.0804,97.0804,0.0463334,3.61,28.272,62.6145,841.0,1870.5,48.0,1.9044,3.66,28.88,8004,15.70666667,59.0,109.6666667,6.0,36.98,0.92,1.863333333,-2.0,-1.333333333,-0.04,-3.366666667,9.2416,91.0,1.82,2.17,8.0,4.0,0.34,174.0,24.0,100.0,-16.0,-79.2,180.0,21.84,24.0,36.0,2088,-0.409,0.917,3.41e-05,-29.9524846,7.47e-06,0.322076916,1.124581406,-5.12665905,90,72,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1
1036.08,3.36062,572.739,572.739,0.195924,2.7225,22.044,46.134,900.0,1710.0,36.0,1.7161,2.7,5.445,1860,16.50933333,59.0,109.6666667,6.0,36.98,0.92,1.63,-2.0,-3.0,-0.04,-3.366666667,7.025066667,58.0,0.786666667,1.2,9.333333333,-0.666666667,-0.033333333,334.6666667,6.0,15.0,-4.0,-19.8,27.0,5.23,-3.0,7.0,1004,-0.617,1.22,0.000113044,-25.38626633,3.33e-05,1.166596781,2.365718337,-4.477962864,150,43,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
6412.41,5.99994,0.0,1939.84,0.555157,1.21,29.293,38.555,3249.0,4674.0,160.0,2.8561,4.6,4.84,14136,16.89557143,60.0,106.2857143,4.714285714,42.31857143,0.508571429,1.525714286,-1.142857143,-1.428571429,-0.022857143,-5.142857143,9.2416,107.3333333,0.49,1.47,2.666666667,-0.666666667,-0.02,318.0,4.571428571,13.71428571,-5.714285714,-13.71428571,73.33333333,5.226666667,0.0,-1.333333333,1272,-0.483,1.606,0.000338301,-32.89621534,6.31e-06,2.353776554,2.506186268,-5.199653467,105,24,6228,0,0,944,-0.110283159,-0.089079437,0.295377468,2
5505.82,7.4101,0.0,2317.07,1.48521,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,21.66,5568,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,6.0,12.0,-6.0,-18.0,0.0,0.0,0.0,0.0,1704,-0.423,0.904,3.18e-05,-19.1611628,9.65e-06,0.430357806,3.886157976,-5.015479437,65,72,962,6228,0,28118,-0.110283159,0.083073132,-0.129610464,2
8224.53,6.57358,84.0405,1885.0305,0.7614887,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,57.76,14848,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,1.78,6.93,20.0,-6.0,-0.08,1048.0,8.0,16.0,-8.0,-24.0,160.0,20.6,-12.0,-8.0,4192,-0.41,0.916,0.000155471,-27.55567756,2.77e-05,1.016635758,4.214945651,-4.556974962,60,72,6228,0,0,28118,-0.110283159,-0.089079437,0.295377468,2
4684.45,3.49627,207.711,207.711,0.118291,3.61,27.132,68.799,841.0,1740.0,55.0,1.9044,4.575,28.88,7656,21.684,52.0,100.8,10.2,49.426,0.962,2.41,-2.0,0.4,-0.04,-2.8,6.06336,43.2,0.57,1.542,6.0,0.0,-0.024,224.0,40.0,272.0,-12.0,-148.8,100.0,24.84,-24.0,-12.0,4480,-0.781,0.901,0.000336396,-33.55917975,2.89e-05,1.921054447,3.10948064,-4.538981954,25,252,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1
4911.08,3.71625,1130.36,1130.36,0.358823,3.61,23.104,79.648,841.0,1856.0,48.0,1.9044,4.88,21.66,4872,7.752,49.0,112.0,12.0,54.76,0.98,0.49,-2.0,-2.0,-0.04,5.8,9.2416,112.0,0.735,2.415,14.0,2.0,-0.03,552.0,16.0,8.0,8.0,-62.4,132.0,21.28,-8.0,20.0,4416,-0.364,0.851,0.000108022,-26.07692174,1.69e-05,1.476126321,3.882880162,-4.773098642,25,672,887,962,0,0,0.889716841,0.049058569,-0.413391639,1
13162.1,13.35173,0.0,2080.63,0.843365,3.61,22.344,37.56028571,841.0,2009.285714,38.14285714,1.9044,1.568571429,101.08,87348,18.6864,61.0,109.2,4.8,33.424,0.908,1.718,-2.0,-3.8,-0.04,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,24.0,45.6,-19.2,-76.32,0.0,0.0,0.0,0.0,3888,-0.605,0.91,2.11e-05,-18.60580763,4.62e-06,0.314866954,2.262409367,-5.335651413,85,12,6228,0,0,28118,-0.110283159,-0.089079437,0.295377468,2
5990.43,2.64235,1111.94,1111.94,0.32749,3.7249,16.42816,51.338,2209.0,1842.4,25.2,1.6384,2.856,37.249,9212,22.6176,49.0,98.0,12.0,54.76,0.98,1.68,-2.0,2.0,-0.04,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,28.0,168.0,0.0,-109.2,0.0,0.0,0.0,0.0,1512,-0.209,0.522,3.11e-05,-21.66747112,5.04e-06,0.4815451,2.112466001,-5.297174986,160,72,962,0,0,944,-0.110283159,0.083073132,-0.129610464,2
6067.5,4.41454,0.0,756.963,0.185697,2.7225,21.384,62.469,900.0,2160.0,40.0,1.7161,2.66,32.67,10800,19.6944,55.0,129.2,8.8,44.092,1.088,2.014,-2.4,-1.0,-0.156,-3.6,3.837695333,109.16,-0.2992,0.4568,3.293333333,0.426666667,0.1122,256.0,-32.0,188.0,-16.0,-251.2,137.6,3.541333333,16.8,-1.6,5120,-0.497,1.216,0.000434061,-39.24593154,1.7e-05,1.658140648,2.40764349,-4.770592077,140,96,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
45709.9,16.17316,0.0,1216.69,2.55998,2.7225,14.19,31.85325,900.0,1350.0,19.0,1.7161,0.81,43.56,9600,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-2.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,8.0,16.0,-8.0,-24.0,0.0,0.0,0.0,0.0,3936,-1.152,1.202,0.00030777,-33.0551461,3.18e-06,1.791208954,1.752084873,-5.497652098,90,48,6228,887,0,0,-0.110283159,-0.089079437,0.295377468,1
1374.76,3.82945,0.0,440.27,0.218563,3.5344,31.584,27.448,729.0,702.0,55.0,1.5876,1.96,14.1376,4212,19.336,56.5,105.0,7.5,41.425,0.935,1.975,-2.0,-1.5,-0.04,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8.0,34.0,-4.0,-27.6,0.0,0.0,0.0,0.0,996,-0.413,1.131,0.0109733,-43.83262709,5.35e-05,4.272780407,3.743503646,-4.271789112,90,72,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1
1312.35,4.27938,0.0,1188.51,0.253349,1.21,30.272,30.272,3249.0,3648.0,128.0,2.8561,7.36,4.84,14592,23.6672,64.0,112.0,3.0,28.09,0.89,0.0,-2.0,0.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,16.0,0.0,-16.0,-48.0,0.0,0.0,0.0,0.0,336,-0.35,1.704,0.000457598,-36.75433043,2.27e-06,1.41432126,0.966536846,-5.64456189,160,24,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
3217.67,6.89343,0.0,1295.32,0.283667,2.7225,22.704,70.11675,900.0,2970.0,45.5,1.7161,2.76,43.56,15360,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,216.0,16.0,32.0,-16.0,-48.0,48.0,7.12,-16.0,-16.0,1728,-0.803,1.231,0.000301928,-34.12572177,8.2e-06,1.920752769,2.639485873,-5.086036289,65,48,962,12051,702,0,-0.110283159,0.083073132,-0.129610464,1
13312.0,3.45398,214.439,214.439,0.116332,3.61,17.328,54.15,841.0,1218.0,27.0,1.9044,3.66,28.88,4872,21.128,49.0,98.0,12.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,24.0,156.0,0.0,-93.6,0.0,0.0,0.0,0.0,3096,-0.267,0.823,0.000385708,-32.93940407,7.09e-05,2.322212341,3.259547152,-4.149174938,180,72,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
