CellV [A^3],Df,NASA [m^2/cm^3],total_SA_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-3-all,mc_CRY-T-1-all,mc_CRY-S-0-all,D_mc_CRY-S-2-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-Z-1-all,lc-chi-3-all,lc-Z-0-all,lc-Z-2-all,lc-T-1-all,lc-alpha-0-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-T-1-all,D_lc-T-3-all,D_lc-S-1-all,D_lc-alpha-2-all,func-chi-0-all,func-Z-1-all,D_func-chi-1-all,D_func-chi-3-all,D_func-Z-2-all,D_func-T-3-all,D_func-S-1-all,f-lig-T-1,sum-D_lc-Z-1-all,sum-D_lc-Z-3-all,sum-D_lc-T-2-all,sum-D_lc-alpha-1-all,sum-func-T-3-all,sum-D_func-chi-2-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-f-lig-T-1,MNC,MPC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,logKH_CH4,temperature,time,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category
2538.09,2.84713,134.564,134.564,0.0676518,3.5344,36.5472,64.5216,729.0,1660.5,90.0,1.5876,3.675,14.1376,4860,19.868,56.5,117.25,7.5,41.425,0.935,1.8,-2.0,-2.5,-0.04,-3.75,9.2416,126.0,1.47,3.99,12.5,6.0,-0.06,486.0,12.0,36.0,-9.0,-41.4,216.0,17.85,0.0,24.0,2916,-0.444,1.159,0.00022346,-32.09912767,6.3e-05,0.87191035,1.146575125,-4.200453382,180,24,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0
3700.36,5.43231,0.0,2390.24,0.667802,2.7225,18.5856,50.4768,900.0,2424.0,36.4,1.7161,3.488,27.225,7800,17.86915556,52.33333333,113.5555556,9.111111111,48.83333333,0.742222222,1.204444444,-1.555555556,-1.444444444,-0.031111111,-4.277777778,10.9696,55.33333333,1.118333333,1.711666667,2.666666667,-2.333333333,0.09,131.3333333,18.66666667,53.33333333,-12.0,-68.0,124.0,10.76,-12.0,-16.0,1576,-0.5,1.196,0.00222393,-39.94440567,1.12e-05,3.361095621,4.356601203,-4.952238528,120,336,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1
4361.43,5.41626,0.0,1648.99,0.413455,2.7225,27.72,73.194,900.0,3120.0,85.0,1.7161,6.48,10.89,4680,14.77653333,59.0,186.6666667,108.6666667,36.98,1.9,1.186666667,6.666666667,-2.666666667,-0.08,-14.4,7.889066667,37.33333333,1.42,1.78,2.666666667,-2.0,0.213333333,1114.666667,24.0,16.0,40.0,-86.4,88.0,7.12,0.0,-8.0,6688,-0.515,1.221,0.000191307,-24.71603272,3.52e-05,2.981575539,5.254898168,-4.453403053,110,24,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1
4906.31,3.58022,556.495,556.495,0.127523,2.8561,28.054,58.19515,2304.0,7032.0,65.0,2.1904,4.3,22.8488,14784,18.75333333,56.5,114.3333333,6.166666667,41.425,0.608333333,1.66,-1.333333333,-2.666666667,-0.026666667,-6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,10.66666667,40.0,-16.0,-34.4,0.0,0.0,0.0,0.0,2152,-0.496,1.221,0.0104221,-43.58572175,2.76e-05,2.0925066,1.617643872,-4.559309694,120,96,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1
15064.6,9.14033,354.381,1559.881,0.662027,2.8561,23.2544,40.4924,2304.0,2688.0,32.0,2.1904,2.84,68.5464,36864,17.6472,64.0,112.0,3.0,28.09,0.89,1.75,-2.0,-3.0,-0.04,-6.0,6.6564,192.0,0.06,-1.25,40.0,0.0,0.5,396.0,32.0,-96.0,-32.0,-96.0,384.0,1.92,-32.0,-64.0,6336,-0.483,1.217,0.000178233,-28.48682399,1.35e-05,1.805974591,3.292147165,-4.869370369,100,72,31374,0,0,28118,0.389716841,-0.027582654,0.044371836,2
7385.01,8.40599,0.0,1948.48,0.871907,3.5344,30.18026667,53.66773333,729.0,1800.0,52.0,1.5876,1.96,31.8096,9072,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,12.0,24.0,-12.0,-36.0,0.0,0.0,0.0,0.0,3996,-0.512,1.197,0.000113468,-25.35881501,8.48e-06,0.901750621,4.244043534,-5.071651779,120,168,31374,0,0,0,0.389716841,-0.023335545,-0.009932266,1
4337.46,4.77221,38.9347,402.5467,0.0974397,2.8561,33.462,39.92625,2304.0,4032.0,72.0,2.1904,1.065,22.8488,28800,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,9.2416,126.0,1.47,4.83,16.0,8.0,-0.06,642.0,12.0,24.0,-12.0,-36.0,234.0,21.84,0.0,24.0,3852,-0.602,1.254,2.42e-05,-22.87298019,8.47e-06,0.315279586,1.230400855,-5.071912565,100,48,962,31275,6228,0,-0.110283159,-0.003003152,0.082883502,1
10506.9,12.00951,0.0,1725.36,1.18507,2.7225,24.596,75.75975,900.0,3210.0,45.83333333,1.7161,1.71,32.67,12480,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,10.19415333,225.3333333,0.0635,2.622333333,15.3,-2.1,0.156333333,394.0,20.0,40.0,-20.0,-60.0,256.3333333,12.09833333,5.333333333,-13.66666667,3940,-0.918,1.231,1.72e-05,-19.58207601,3.91e-06,0.246490761,2.084256752,-5.407739946,95,24,6228,0,0,0,0.389716841,-0.024257543,-0.004702983,1
1814.24,3.15918,16.9341,16.9341,0.0174628,2.8561,56.784,95.5188,2304.0,6336.0,340.0,2.1904,11.36,11.4244,14976,45.98933333,59.0,175.0,31.33333333,36.98,1.246666667,2.566666667,-3.333333333,-7.333333333,-0.053333333,-11.8,11.8336,96.0,1.78,5.74,4.0,-18.0,-0.08,1148.0,10.66666667,22.66666667,-10.66666667,-36.8,256.0,7.12,-8.0,-16.0,4592,-0.35,1.272,0.0265605,-49.46616222,0.000345004,0.764532391,0.977265073,-3.46217587,180,120,962,702,0,14798,-0.110283159,0.083073132,-0.129610464,0
1398.01,4.80567,0.0,1046.26,0.280794,3.61,24.624,47.614,841.0,2407.0,40.0,1.9044,3.74,7.22,1740,12.648,56.5,101.5,5.5,41.425,0.445,1.135,-1.0,-2.5,-0.02,-4.95,9.2416,91.0,0.49,0.98,1.0,-2.0,-0.02,228.0,2.0,5.0,-3.0,-6.0,24.0,0.98,-2.0,-2.0,456,-0.533,0.889,0.000330865,-31.28768698,1.21e-05,3.019881405,2.761419563,-4.916490214,90,72,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1
6892.19,4.79076,0.0,1798.43,0.378675,3.2075,23.734,39.56391667,769.0,2176.333333,54.16666667,1.913633333,1.876666667,76.98,85824,18.73866667,59.0,107.3333333,6.0,36.98,0.92,1.91,-2.0,-2.333333333,-0.04,-4.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,32.0,112.0,-21.33333333,-105.6,0.0,0.0,0.0,0.0,2400,-0.584,1.308,0.000170372,-32.68190752,6.89e-06,0.945318937,2.303341529,-5.161783299,100,72,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1
1733.48,3.17559,58.2051,58.2051,0.0578426,3.5344,32.336,82.1748,729.0,2754.0,62.0,1.5876,2.45,14.1376,4320,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,1.78,7.63,20.0,0.0,-0.08,492.0,8.0,16.0,-8.0,-24.0,112.0,20.6,-12.0,-8.0,1968,-0.613,1.151,0.000210088,-35.09973799,9.77e-06,1.493597432,1.584722998,-5.010147223,150,72,962,6342,887,14798,-0.110283159,0.083073132,-0.129610464,0
20381.5,2.45482,672.026,672.026,0.152976,3.61,29.336,85.5,841.0,3259.6,69.2,1.9044,4.692,108.3,34452,20.304,52.75,115.5,7.75,48.0925,0.4675,1.755,-1.0,-2.0,-0.02,-7.35,11.8336,52.0,1.51,1.78,2.0,-3.0,0.14,201.0,24.0,153.0,-51.0,-82.8,216.0,21.36,-24.0,-24.0,4824,-0.715,0.92,0.000510697,-31.93113826,8.94e-05,1.623538429,2.415337295,-4.048766938,140,72,962,6342,0,0,-0.110283159,0.083073132,-0.129610464,1
11845.6,2.51763,1280.13,1280.13,0.461688,2.7225,27.72,55.209,900.0,2100.0,55.0,1.7161,3.24,16.335,7020,19.93333333,54.0,102.6666667,9.0,45.87,0.95,2.04,-2.0,-0.666666667,-0.04,-3.333333333,6.161066667,28.0,0.326666667,1.773333333,1.333333333,-2.666666667,-0.013333333,666.6666667,18.0,90.0,-6.0,-64.8,48.0,5.88,-12.0,-24.0,6000,-0.471,1.221,0.00020464,-26.75168615,5.41e-05,1.856609624,6.36731555,-4.266493781,100,120,962,31374,0,944,-0.110283159,0.083073132,-0.129610464,2
1495.4,2.90368,306.694,306.694,0.120602,3.5344,32.98773333,61.4384,729.0,1620.0,69.33333333,1.5876,3.266666667,10.6032,3294,20.54186667,56.5,105.0,7.5,41.425,0.935,1.578333333,-2.0,-2.833333333,-0.04,-4.0,11.1856,58.75,1.1225,2.655,2.25,-2.25,0.055,351.0,8.0,19.33333333,-4.0,-27.6,61.0,4.14,-4.0,-6.0,1404,-0.48,1.176,8.85e-05,-30.61333982,8.68e-06,0.872601248,1.462786947,-5.061402729,120,144,962,0,0,14798,-0.110283159,-0.003003152,0.082883502,0
4631.86,8.48639,0.0,1593.23,0.643527,2.7225,22.704,33.858,900.0,1440.0,36.0,1.7161,2.16,21.78,7680,19.87828571,64.0,109.7142857,3.0,28.09,0.89,2.084285714,-2.0,-4.285714286,-0.04,-6.857142857,11.8336,56.0,2.13,3.91,4.0,-2.0,0.32,686.0,8.0,21.14285714,-9.142857143,-24.0,80.0,7.12,0.0,-8.0,2744,-0.596,1.222,0.000367868,-31.43136074,2.72e-05,1.930476815,4.92767592,-4.565094329,100,48,962,31275,0,0,-0.110283159,0.083073132,-0.129610464,1
3946.16,4.4083,0.0,1509.03,0.487272,2.8561,38.6672,56.784,2304.0,2592.0,119.0,2.1904,5.68,8.5683,7632,19.336,56.5,105.0,7.5,41.425,0.935,1.975,-2.0,-1.5,-0.04,-4.0,10.5376,68.0,1.245,2.425,2.0,-4.0,0.05,448.0,12.0,51.0,-6.0,-41.4,118.5,5.61,-9.0,-10.5,2688,-0.453,1.226,7.32e-05,-20.39937858,2.26e-05,1.081853528,4.852030483,-4.646039554,100,24,6228,0,0,0,-0.110283159,-0.092404548,0.344452287,1
4429.12,6.7038,0.0,1038.09,0.294672,2.7225,22.044,38.874,900.0,1650.0,36.0,1.7161,2.7,10.89,3720,18.496,56.5,101.5,5.5,41.425,0.935,1.728333333,-1.0,-4.666666667,-0.04,-4.95,4.6208,21.0,0.245,0.98,1.0,-5.333333333,-0.01,885.0,8.0,15.33333333,-4.666666667,-27.6,29.33333333,1.96,-4.0,-8.0,3540,-0.583,1.23,0.000369229,-32.58457715,5.2e-05,2.255855998,4.521232095,-4.284405252,100,24,962,6228,702,0,-0.110283159,-0.003003152,0.082883502,1
3053.44,5.25559,0.0,1464.03,0.198659,2.1771,18.3352,46.5134,5942.666667,5629.333333,27.33333333,2.4987,1.956666667,26.1252,26432,29.6528,64.0,176.0,4.0,28.09,1.25,2.388,-3.0,-7.0,-0.33,-6.0,7.728391667,294.8333333,-1.465,-0.858333333,7.833333333,14.125,0.84375,194.0,-56.0,-28.8,-25.6,-157.6,198.6666667,1.276666667,37.66666667,-1.666666667,1552,-0.71,1.202,0.000144949,-34.93824477,2.45e-06,0.929618824,1.070136918,-5.611243586,160,48,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
5698.15,5.07389,0.0,2178.45,0.730074,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,14.44,3712,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,4.0,8.0,-4.0,-12.0,0.0,0.0,0.0,0.0,1680,-0.389,0.895,5.43e-05,-18.43374576,1.95e-05,0.83151435,6.286388839,-4.710712126,75,24,962,6228,0,313,0.223050174,0.011519349,-0.04633881,2
4402.56,4.86289,0.0,1417.3,0.362886,2.8561,28.392,59.53025,2304.0,3552.0,62.0,2.1904,3.905,22.8488,14976,19.336,56.5,105.0,7.5,41.425,0.935,1.975,-2.0,-1.5,-0.04,-4.0,5.9168,24.0,0.445,0.89,1.0,-2.0,-0.02,399.0,16.0,68.0,-8.0,-55.2,24.0,3.56,-8.0,-8.0,3192,-0.524,1.228,0.00326901,-42.11397919,2.27e-05,3.14040296,4.36592858,-4.644830183,100,72,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1
80213.6,0.0,0.0,2196.57,0.921753,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,86.64,22272,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,9.2416,126.0,1.47,15.96,12.0,12.0,-0.06,2976.0,16.0,32.0,-16.0,-48.0,1440.0,47.04,-48.0,-144.0,23808,-0.414,0.914,5.93e-05,-19.03156566,1.97e-05,0.842041995,6.911095893,-4.705972699,85,18,6228,962,0,313,-0.110283159,-0.089079437,0.295377468,2
26545.5,7.04166,180.851,1714.871,0.5917642,3.61,26.144,60.69866667,841.0,2165.333333,37.33333333,1.9044,3.253333333,64.98,16704,26.316,64.0,149.3333333,6.0,28.09,1.186666667,2.67,-2.0,-3.666666667,-0.053333333,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,21.33333333,48.0,-16.0,-64.0,0.0,0.0,0.0,0.0,3600,-0.516,0.963,0.000178054,-26.26006285,3.67e-05,0.964511853,3.634102934,-4.43570804,65,48,962,6228,0,313,0.223050174,0.014350755,-0.082541545,2
7456.21,4.69235,0.0,411.52,0.0944517,2.8561,31.34386667,56.27136667,2304.0,4608.0,78.0,2.1904,4.54,17.1366,12000,19.602,56.5,117.25,7.5,41.425,0.935,1.8875,-2.0,-2.0,-0.04,-3.75,10.5376,69.5,1.355,1.4675,6.25,-1.5,0.15,513.0,16.0,58.0,-12.0,-55.2,84.0,11.54,0.0,8.0,4104,-0.747,1.231,5.39e-05,-24.26438099,1.78e-05,0.591913694,1.312881553,-4.750676877,120,72,962,6228,0,14798,-0.110283159,-0.006328263,0.131958321,0
7933.84,6.17998,0.0,2032.27,0.781106,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,28.88,7424,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,1.78,4.45,6.0,-4.0,-0.08,3044.0,4.0,8.0,-4.0,-12.0,56.0,5.34,-2.0,-4.0,6088,-0.428,0.905,4.28e-05,-18.55183911,1.48e-05,0.600434285,4.690902451,-4.830205109,80,18,962,6228,0,313,0.223050174,0.00903938,-0.016303948,2
1048.72,3.10283,51.5444,51.5444,0.0283136,1.21,28.314,21.593,4900.0,3220.0,160.0,2.89,3.72,4.84,16800,18.77196667,57.15555556,102.2222222,5.933333333,52.43666667,0.237333333,1.391555556,-0.533333333,-2.422222222,-0.010666667,-4.533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,1.6,11.06666667,-4.2,-4.8,0.0,0.0,0.0,0.0,684,-0.482,1.506,0.00215054,-45.77780759,1.55e-06,2.449901885,0.617359225,-5.810481614,170,36,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
2964.05,8.2985,0.0,873.059,0.267217,0.9604,13.4848,17.6106,9.0,126.0,40.0,1.7689,1.68,3.8416,384,20.06666667,64.0,112.0,3.0,28.09,0.89,2.193333333,-2.0,-4.0,-0.04,-6.0,10.1056,76.11111111,1.505555556,2.994444444,1.333333333,0.111111111,0.166666667,704.0,8.0,25.33333333,-9.333333333,-24.0,99.11111111,2.493333333,-0.888888889,-1.333333333,2816,-0.483,0.56,9.37e-06,-16.22374354,4.61e-06,0.145195034,2.02001137,-5.335858409,100,72,31275,887,0,0,0.389716841,0.016183547,-0.266569435,1
11552.7,7.61249,0.0,1987.12,1.02504,3.6481,38.6584,101.803,784.0,3248.0,84.0,1.4641,2.64,43.7772,15792,18.34044444,60.66666667,108.8888889,5.0,34.01666667,0.91,1.866666667,-2.0,-2.888888889,-0.04,-5.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,36.0,108.0,-28.0,-115.2,0.0,0.0,0.0,0.0,5364,-0.567,1.138,2.7e-05,-16.30970033,1.1e-05,0.401023172,4.78664383,-4.956881467,160,72,31374,887,0,14798,-0.110283159,-0.095729659,0.393527106,0
37989.6,9.41931,0.0,1898.47,1.44139,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,43.32,11136,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-2.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,16.0,32.0,-16.0,-48.0,0.0,0.0,0.0,0.0,2304,-0.4,0.928,1.41e-05,-13.51069928,6.24e-06,0.210516688,2.671912809,-5.205058377,65,48,6228,962,0,313,-0.110283159,-0.089079437,0.295377468,2
2412.25,5.54999,0.0,1251.55,0.384258,3.61,19.608,34.143,841.0,1218.0,20.0,1.9044,1.83,14.44,2784,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,10.1056,100.0,1.276666667,3.253333333,10.66666667,2.666666667,-0.053333333,468.0,8.0,16.0,-8.0,-24.0,104.0,9.586666667,-2.666666667,8.0,1872,-0.471,0.901,0.00012112,-25.21887411,2.08e-05,1.567119219,5.059530138,-4.681408734,120,20,13387,13387,0,0,-0.110283159,-0.315808646,0.206881893,1
7886.47,3.48324,38.2665,38.2665,0.0258932,1.44,39.144,40.992,3969.0,5040.0,240.0,2.8224,5.46,5.76,19152,18.8802,58.4,104.0,5.4,48.01,0.356,1.564,-0.8,-2.4,-0.016,-4.8,9.2416,126.0,1.47,2.31,26.0,1.0,-0.06,560.0,6.4,41.6,-12.8,-19.2,264.0,34.72,-8.0,64.0,4480,-0.661,2.132,7.23e-05,-30.44458079,6.91e-06,0.807696525,1.64938453,-5.160455337,120,72,962,0,0,0,-0.110283159,-0.003003152,0.082883502,1
2279.17,3.35688,677.817,677.817,0.252128,2.7225,22.044,46.7115,900.0,1860.0,36.0,1.7161,2.7,10.89,3720,23.19733333,59.0,121.3333333,6.0,36.98,0.92,2.47,-2.0,-2.0,-0.04,-5.633333333,10.9696,74.0,1.083333333,3.03,8.333333333,1.0,-0.046666667,337.3333333,12.0,66.0,-14.0,-39.6,84.0,11.54,-10.0,2.0,2024,-0.969,1.221,0.00023968,-27.07039254,5.59e-05,1.893865802,3.477712568,-4.252278314,150,72,962,702,0,0,-0.110283159,0.083073132,-0.129610464,1
5690.31,3.99192,0.0,561.976,0.180814,3.5344,37.80053333,85.10133333,729.0,2556.0,88.0,1.5876,3.266666667,42.4128,15120,19.03952,58.0,106.4,6.6,38.758,0.926,1.918,-2.0,-1.4,-0.04,-4.4,3.99384,115.2,0.036,-1.608,24.0,3.6,0.3,250.0,40.0,32.0,-24.0,-134.4,144.0,1.44,-24.0,-48.0,5000,-1.581,1.486,0.000276777,-28.87323014,5.99e-05,1.908798573,2.874450681,-4.222815406,120,72,6228,0,0,0,0.389716841,-0.020010434,-0.059007085,1
4246.64,6.60028,0.0,1456.9,0.400824,2.2374,22.38293333,46.7264,1669.333333,2864.0,50.66666667,2.434966667,3.773333333,13.4244,8064,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,12.0,24.0,-12.0,-36.0,0.0,0.0,0.0,0.0,1152,-0.571,1.509,0.000363784,-31.63760248,1.52e-05,3.738443647,4.211976431,-4.818436508,100,48,962,6228,0,0,-0.110283159,-0.011074772,0.280791788,1
2087.56,2.41854,26.1134,26.1134,0.0204625,1.5376,24.49,28.6068,4624.0,3672.0,84.0,2.7225,3.52,6.1504,12512,18.6575,59.33333333,105.3333333,5.0,44.69,0.445,1.6,-1.0,-2.666666667,-0.02,-5.0,10.5376,79.0,0.896666667,2.391666667,3.333333333,-1.666666667,0.03,492.0,4.0,20.0,-6.666666667,-12.0,65.33333333,4.953333333,-3.333333333,-5.333333333,1968,-0.508,1.541,0.000687319,-40.13676206,2.18e-06,1.848860865,0.773720245,-5.661212931,95,72,962,0,0,0,-0.110283159,-0.003003152,0.082883502,1
7201.69,7.05859,0.0,1844.56,0.711584,3.61,17.404,48.13333333,841.0,1082.666667,25.0,1.9044,3.253333333,21.66,4234,17.784,49.0,98.0,12.0,54.76,0.98,1.75,-2.0,0.5,-0.04,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,16.0,80.0,4.0,-62.4,0.0,0.0,0.0,0.0,1920,-0.699,0.85,3.21e-05,-19.94966958,9.06e-06,0.470360965,4.251696892,-5.042665729,165,96,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2
5013.03,3.9227,3.16089,1004.38089,0.365337,1.7161,21.02986667,37.39613333,144.0,800.0,52.0,1.9321,2.48,10.2966,2688,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,12.0,24.0,-12.0,-36.0,0.0,0.0,0.0,0.0,1764,-0.611,1.476,0.0147637,-45.3187142,3.08e-05,6.296414437,4.994837495,-4.511260378,120,72,962,6228,0,0,-0.110283159,0.083073132,-0.129610464,1
4218.32,6.97754,0.0,1049.15,0.291556,2.7225,21.714,54.37575,900.0,1935.0,42.0,1.7161,3.37,21.78,7320,19.336,56.5,105.0,7.5,41.425,0.935,1.975,-2.0,-1.5,-0.04,-4.0,10.5376,66.0,0.935,2.29,5.5,-3.5,-0.04,282.0,24.0,102.0,-12.0,-82.8,192.0,19.2,-24.0,-24.0,3384,-1.12,1.239,3.92e-05,-19.96845665,1.46e-05,0.63761224,3.48354708,-4.836531506,90,72,6228,702,0,8471,-0.110283159,-0.089079437,0.295377468,0
6389.91,6.03948,0.0,925.802,0.239931,3.7249,17.6016,55.005,2209.0,1974.0,27.0,1.6384,3.06,22.3494,5922,21.128,49.0,98.0,12.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,9.2416,84.0,0.98,2.45,2.0,-5.0,-0.04,486.0,12.0,78.0,0.0,-46.8,180.0,5.88,-12.0,-12.0,2916,-0.222,0.517,2.68e-05,-18.72360588,1.37e-05,0.382266222,2.29875199,-4.864546121,130,72,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
5837.16,5.22128,10.3642,1569.1642,0.4467343,2.8561,30.9608,32.7015,2304.0,1584.0,69.5,2.1904,3.55,22.8488,16320,21.22656,55.0,103.6,8.4,44.092,0.944,1.51,-2.0,-1.0,-0.04,-3.6,5.54496,25.2,0.294,1.092,1.2,-3.0,-0.012,370.8,20.0,58.0,-8.0,-70.8,54.0,5.88,-12.0,-24.0,3708,-0.444,1.224,0.000427852,-35.41870109,1.8e-05,2.007935306,4.390435161,-4.745275534,100,72,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1
1933.28,4.09789,0.0,1037.02,0.329085,3.61,31.16,73.967,841.0,2146.0,60.0,1.9044,4.27,7.22,2204,12.648,56.5,112.0,7.5,41.425,0.935,1.135,-2.0,-3.0,-0.04,-0.1,10.01988,147.2,0.4595,2.0015,9.8,0.2,0.006,409.0,8.0,10.0,-2.0,-27.6,55.4,6.768,-2.4,2.6,1636,-0.553,0.921,9.93e-05,-24.18708589,2.65e-05,1.299457421,3.76889955,-4.577314974,130,24,962,887,0,14798,-0.110283159,0.083073132,-0.129610464,0
5385.89,5.44409,0.0,2379.08,0.801205,2.7225,22.704,50.25075,900.0,2130.0,38.0,1.7161,1.35,21.78,7680,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,84.0,1.5575,6.835,6.5,-1.0,-0.07,684.0,8.0,16.0,-8.0,-24.0,102.0,11.57,-8.0,-14.0,2736,-0.692,1.22,0.000792626,-37.0120218,1.51e-05,2.135833194,5.470558971,-4.820126628,80,72,962,0,0,0,0.223050174,0.012134014,-0.049824999,1
7746.69,4.83767,0.0,1323.46,0.354373,1.8605,24.03413333,53.127,1212.5,2698.666667,71.66666667,2.29645,3.5,22.326,15104,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,24.0,48.0,-24.0,-72.0,0.0,0.0,0.0,0.0,2304,-0.471,1.243,7.12e-05,-21.00428731,2.45e-05,1.018781544,4.177537709,-4.611041363,150,96,31374,887,0,14798,-0.110283159,0.083073132,-0.129610464,0
9516.34,5.82761,0.0,2514.36,0.964974,2.4025,23.994,32.49575,625.0,1225.0,49.5,1.9321,2.17,38.44,14400,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,9.2416,107.3333333,0.49,2.59,4.666666667,0.0,-0.02,482.0,16.0,32.0,-16.0,-48.0,194.6666667,12.69333333,-2.666666667,-8.0,3856,-0.553,1.302,0.00173395,-35.77678778,8.48e-06,3.745060244,4.039939493,-5.071601075,110,48,6228,0,0,176,0.389716841,-0.020010434,-0.059007085,2
3360.23,4.15013,0.0,1043.06,0.240193,3.61,26.752,87.077,841.0,3458.25,50.25,1.9044,1.85,28.88,8700,15.992,56.5,105.0,6.5,41.425,0.69,1.555,-1.5,-2.0,-0.03,-3.5,9.2416,126.0,1.47,2.66,14.0,4.0,-0.06,260.0,6.0,22.0,-6.0,-19.8,96.0,10.64,0.0,24.0,1040,-0.672,0.916,8.78e-05,-23.98135564,1.79e-05,1.078436399,2.986700593,-4.747404225,120,72,962,31275,6228,0,0.389716841,0.061818741,-0.217196949,1
28532.1,6.62234,0.0,2007.67,0.880494,3.61,28.32266667,49.096,841.0,1711.0,38.0,1.9044,2.643333333,173.28,48256,13.158,64.0,102.0,3.0,28.09,0.89,1.335,-2.0,-3.0,-0.04,-4.3,6.9312,68.25,0.7,1.645,1.5,-1.0,0.075,366.0,64.0,96.0,-48.0,-192.0,608.0,23.52,0.0,-32.0,11712,-0.413,0.937,4.59e-05,-20.91026397,1.26e-05,0.627604831,4.100970563,-4.898026218,70,96,6228,0,0,313,0.223050174,-0.188805161,-0.131814809,2
3916.82,2.49159,68.3281,68.3281,0.0431095,3.6481,34.6092,84.9568,784.0,2030.0,77.0,1.4641,3.3,29.1848,9408,5.776,58.0,85.2,6.6,38.758,0.926,0.532,-2.0,0.0,-0.04,1.24,3.69664,50.4,0.588,1.4,6.0,2.4,-0.024,214.8,40.0,56.0,0.0,-134.4,216.0,25.2,0.0,40.0,4296,-0.565,1.115,0.000109348,-34.59805299,1.64e-05,0.714189805,1.268437191,-4.786118491,140,96,962,6228,702,0,-0.110283159,0.083073132,-0.129610464,1
